"CUISINECODE","VIOLATIONCODE","VIOLATIONDESC","A","B","D","C","ratio","CODEDESC"
"55","02B","Hot food item not held at or above 140º F.",606,18419,520720,24523,0.698613923053014,"Mexican"
"27","04A","Food Protection Certificate not held by supervisor of food operations.",119,9590,520720,9264,0.697483705860847,"Delicatessen"
"02","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",113,1843,520720,45819,0.696805805409255,"African"
"47","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",270,4422,520720,45819,0.693910849672994,"Irish"
"62","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",108,25687,520720,3160,0.692831373600299,"Pizza"
"49","16B","The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",143,18374,520720,5852,0.692519914131688,"Japanese"
"17","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",339,16100,520720,15954,0.687240101004674,"Caribbean"
"67","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",122,2023,520720,45819,0.685366069506207,"Russian"
"63","10H","Proper sanitization not provided for utensil ware washing operation.",122,10645,520720,8727,0.683838341922508,"Pizza/Italian"
"56","02B","Hot food item not held at or above 140º F.",106,3313,520720,24523,0.67938364815654,"Middle Eastern"
"17","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",958,16100,520720,45819,0.676235996919556,"Caribbean"
"20","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",1700,60880,520720,21508,0.676049519330521,"Chinese"
"51","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",131,2638,520720,38306,0.675046917787085,"Juice, Smoothies, Fruit Salads"
"20","05D","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",470,60880,520720,5960,0.674498849094709,"Chinese"
"39","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",380,7663,520720,38306,0.674096737536756,"Hamburgers"
"53","06B","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",108,26063,520720,3221,0.669904484659083,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"44","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",325,8170,520720,30966,0.668929661157169,"Indian"
"17","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",523,16100,520720,25370,0.66674474914128,"Caribbean"
"08","10H","Proper sanitization not provided for utensil ware washing operation.",179,16100,520720,8727,0.663386207009445,"Bakery"
"53","10I","Single service item reused, improperly stored, dispensed; not used when required.",129,26063,520720,3898,0.661192212806688,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"18","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",239,7442,520720,25370,0.659161793258749,"Chicken"
"17","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",277,16100,520720,13741,0.651988314429185,"Caribbean"
"69","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",112,6510,520720,13741,0.651963005306308,"Sandwiches"
"03","04M","Live roaches present in facility's food and/or non-food areas.",2286,125458,520720,14568,0.651301670219032,"American "
"56","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",128,3313,520720,30966,0.649692244957367,"Middle Eastern"
"03","02B","Hot food item not held at or above 140º F.",3836,125458,520720,24523,0.649248416372245,"American "
"69","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",202,6510,520720,25370,0.636874957238099,"Sandwiches"
"48","04A","Food Protection Certificate not held by supervisor of food operations.",287,25637,520720,9264,0.629245915961138,"Italian"
"51","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",146,2638,520720,45819,0.628979826859687,"Juice, Smoothies, Fruit Salads"
"39","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",233,7663,520720,25370,0.624080893652194,"Hamburgers"
"17","16B","The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",112,16100,520720,5852,0.619002050580998,"Caribbean"
"62","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",480,25687,520720,15954,0.609905461695972,"Pizza"
"20","10A","Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",417,60880,520720,5860,0.608650598951442,"Chinese"
"62","09B","Thawing procedures improper.",130,25687,520720,4364,0.603878382631893,"Pizza"
"49","10A","Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",124,18374,520720,5860,0.599686974211594,"Japanese"
"35","02B","Hot food item not held at or above 140º F.",209,7409,520720,24523,0.598986937744771,"French"
"48","10I","Single service item reused, improperly stored, dispensed; not used when required.",114,25637,520720,3898,0.594018638042643,"Italian"
"17","06F","Wiping cloths soiled or not stored in sanitizing solution.",180,16100,520720,10016,0.581241442263807,"Caribbean"
"03","09B","Thawing procedures improper.",611,125458,520720,4364,0.581115376212976,"American "
"18","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",130,7442,520720,15954,0.570148987530227,"Chicken"
"49","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",428,18374,520720,21508,0.563954787371171,"Japanese"
"62","09C","Food contact surface not properly maintained.",186,25687,520720,6806,0.554002688460225,"Pizza"
"20","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",1032,60880,520720,15954,0.553273315183254,"Chinese"
"20","15L","Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",202,60880,520720,3128,0.552349849269537,"Chinese"
"69","02B","Hot food item not held at or above 140º F.",169,6510,520720,24523,0.551234481714492,"Sandwiches"
"20","22C","Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",255,60880,520720,4401,0.495585312261787,"Chinese"
"20","10H","Proper sanitization not provided for utensil ware washing operation.",505,60880,520720,8727,0.494943946520887,"Chinese"
"49","04A","Food Protection Certificate not held by supervisor of food operations.",160,18374,520720,9264,0.48946538370939,"Japanese"
"20","04A","Food Protection Certificate not held by supervisor of food operations.",526,60880,520720,9264,0.485642641374975,"Chinese"
"08","09C","Food contact surface not properly maintained.",101,16100,520720,6806,0.479963057806137,"Bakery"
"20","20D","“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",108,60880,520720,1945,0.474934550331218,"Chinese"
"20","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.",181,60880,520720,3536,0.437820339396246,"Chinese"
"14","04M","Live roaches present in facility's food and/or non-food areas.",177,14860,520720,14568,0.425754044891253,"Caf/Coffee/Tea"
"20","10J","""""Wash hands” sign not posted at hand wash facility.",122,60880,520720,2472,0.422124908037032,"Chinese"
"17","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",386,16100,520720,30966,0.403162916009264,"Caribbean"
"39","02B","Hot food item not held at or above 140º F.",145,7663,520720,24523,0.401790660118432,"Hamburgers"
"20","20F","Current letter grade card not posted.",176,60880,520720,3775,0.398772615328385,"Chinese"
"43","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",126,3670,520720,45819,0.390178318633567,"Ice Cream, Gelato, Yogurt, Ices"
"20","04C","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",186,60880,520720,4726,0.336626918608887,"Chinese"
"14","02B","Hot food item not held at or above 140º F.",201,14860,520720,24523,0.287215523054716,"Caf/Coffee/Tea"
